time,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9
19286,2,2,2,2,1,1,1,1,1
19287,2,2,2,2,1,1,1,1,1
19288,2,1,2,2,1,1,1,1,1
19289,2,2,3,2,2,1,1,1,1
19290,3,2,3,3,2,2,1,1,1
19291,3,3,3,3,2,2,2,1,1
19292,3,2,3,3,2,1,1,1,1
19293,1,1,2,2,1,2,1,1,1
19294,3,2,3,2,2,2,1,1,1
19295,2,2,2,1,1,1,1,1,1
19296,2,1,1,1,1,1,1,1,1
19297,3,2,2,1,1,1,1,1,1
19298,2,1,2,1,1,1,1,1,1
19299,2,1,2,1,1,1,1,1,1
19300,2,2,2,2,1,2,2,2,2
19301,2,2,2,2,2,2,2,1,1
19302,3,2,3,2,2,2,2,2,2
19303,3,3,3,2,2,2,1,1,1
19304,3,3,3,2,2,2,2,2,2
19305,3,3,3,3,2,2,2,2,2
19306,3,3,3,2,1,1,1,1,1
19307,3,3,3,2,1,1,1,1,1
19308,3,3,3,2,1,1,1,1,1
19309,3,2,3,2,1,1,1,1,1
19310,2,2,3,2,1,1,1,1,1
19311,2,1,2,2,1,1,1,1,1
19312,3,2,3,2,2,1,1,1,1
19313,2,2,3,3,2,2,2,1,1
19314,2,2,3,3,3,3,2,2,2
19315,2,2,3,3,3,3,2,2,2
19316,2,1,2,2,2,2,2,2,2
19317,2,1,3,3,2,2,2,2,2
19318,3,2,3,3,2,2,2,1,1
19319,3,3,3,3,2,2,2,1,1
19320,3,3,3,3,2,2,1,1,1
19321,3,3,3,3,3,2,2,1,1
19322,3,3,3,3,3,2,1,1,1
19323,3,3,3,3,3,2,2,1,1
19324,3,2,3,3,3,2,2,1,1
19325,2,3,3,3,3,2,2,1,1
19326,2,2,3,3,2,2,1,1,1
19327,2,2,3,3,2,1,1,1,1
19328,2,2,3,3,2,1,1,1,1
19329,2,2,3,3,2,2,1,1,1
19330,2,2,3,3,3,2,2,1,1
19331,2,2,3,3,3,2,1,1,1
19332,1,1,2,3,2,2,1,1,1
19333,2,2,3,3,2,1,1,1,1
19334,2,2,3,3,2,1,1,1,1
19335,2,2,3,3,2,1,1,1,1
19336,1,2,3,3,2,2,1,1,1
19337,1,2,3,3,2,1,1,1,1
19338,1,2,3,3,2,1,1,1,1
19339,1,2,2,2,1,1,1,1,1
19340,1,1,2,2,2,1,1,1,1
19341,1,1,2,2,1,1,1,1,1
19342,1,1,2,2,1,1,1,1,1
19343,1,1,2,2,1,1,1,1,1
19344,2,2,3,2,1,1,1,1,1
19345,2,2,3,3,2,1,1,1,1
19346,3,3,3,3,3,2,1,1,1
19347,2,3,3,3,3,2,1,2,2
19348,2,2,3,3,3,2,1,1,1
19349,2,2,3,3,3,2,1,1,1
19350,2,2,3,3,2,2,2,1,1
19351,3,2,3,3,2,2,1,1,1
19352,3,3,3,3,1,1,1,1,1
19353,3,3,3,3,2,1,1,1,1
19354,3,3,3,3,2,1,1,1,1
19355,2,3,3,3,3,1,1,1,1
19356,1,2,3,3,3,2,1,1,1
19357,1,1,2,3,2,1,1,1,1
19358,1,1,2,2,2,1,1,1,1
19359,1,1,2,2,2,1,1,1,1
19360,1,2,2,2,2,1,1,1,1
19361,1,2,3,2,2,1,1,1,1
19362,1,2,2,3,2,1,1,1,1
19363,1,2,2,3,2,1,1,1,1
19364,1,2,3,3,2,2,1,1,1
19365,1,2,3,3,3,3,1,1,1
19366,1,1,2,2,1,1,1,1,1
19367,1,1,2,3,2,1,1,1,1
19368,1,2,3,3,2,1,1,1,1
19369,2,2,3,3,2,2,1,1,1
19370,2,2,3,3,2,2,1,1,1
19371,2,1,2,2,2,1,1,1,1
19372,2,1,2,2,1,1,1,1,1
19373,2,1,2,1,1,1,1,1,1
19374,2,2,2,1,1,1,1,1,1
19375,2,1,2,1,1,1,1,1,1
19376,2,2,2,1,1,1,1,1,1
19377,2,1,2,2,1,1,1,1,1
19378,2,2,2,2,1,1,1,1,1
19379,1,1,2,2,1,1,1,1,1
19380,2,1,2,2,1,1,1,1,1
19381,2,1,2,2,1,1,1,1,1
19382,1,1,2,1,1,1,1,1,1
19383,1,1,1,1,1,1,1,1,1
19384,1,1,2,1,1,1,1,1,1
19385,2,2,2,2,1,1,1,1,1
19386,3,2,3,2,1,1,1,1,1
19387,3,3,3,2,1,1,1,1,1
19388,3,2,2,2,2,1,1,1,1
19389,3,2,2,2,2,2,1,1,1
19390,2,2,2,2,2,2,1,1,1
19391,3,3,2,2,1,1,1,1,1
19392,3,2,2,2,1,1,1,1,1
19393,3,3,2,2,1,1,1,1,1
19394,3,2,2,2,1,1,1,1,1
19395,2,2,2,2,1,1,1,1,1
19396,3,2,3,2,1,1,1,1,1
19397,3,2,2,2,1,1,1,1,1
19398,1,1,2,1,1,1,1,1,1
19399,2,2,2,2,1,1,1,1,1
19400,2,2,2,1,1,1,1,1,1
19401,3,2,2,2,1,1,1,1,1
19402,3,3,3,2,1,1,1,1,1
19403,3,3,3,2,1,1,1,1,1
19404,3,3,3,3,2,1,1,1,1
19405,3,2,3,2,1,1,1,1,1
19406,2,2,2,2,1,1,1,1,1
19407,2,2,2,2,1,1,1,1,1
19408,2,2,3,2,1,1,1,1,1
19409,2,2,3,2,1,1,1,1,1
19410,3,2,3,2,1,1,1,1,1
19411,2,2,2,2,2,1,1,1,1
19412,2,2,2,2,2,2,1,1,1
19413,2,2,2,3,2,2,1,1,1
19414,3,2,2,2,2,2,1,1,1
19415,2,2,2,2,2,1,1,1,1
19416,2,2,2,2,2,2,2,1,1
19417,2,2,2,2,2,2,2,2,2
19418,2,2,2,2,2,3,2,1,1
19419,1,1,2,2,2,3,3,2,2
19420,1,1,2,2,2,3,2,2,2
19421,1,1,2,3,3,3,2,2,2
19422,1,1,2,2,3,3,3,2,2
19423,1,1,2,2,3,3,3,2,2
19424,1,1,2,2,2,3,3,2,2
19425,1,1,2,2,2,2,3,2,2
19426,1,1,2,3,2,2,2,2,2
19427,1,1,2,3,3,2,2,2,2
19428,2,1,2,3,2,2,2,2,2
19429,1,1,2,3,3,3,2,2,2
19430,2,1,2,3,3,2,2,2,2
19431,2,1,2,3,2,2,1,1,1
19432,2,2,2,3,2,2,1,1,1
19433,2,1,2,3,3,3,2,2,2
19434,1,1,2,3,3,3,2,2,2
19435,1,1,2,3,3,3,2,2,2
19436,1,1,2,3,2,2,2,2,2
19437,1,1,2,2,2,2,2,2,2
19438,2,1,2,2,2,2,2,2,2
19439,2,2,2,2,2,2,2,2,2
19440,2,2,2,3,2,2,1,1,1
19441,2,2,3,3,3,2,1,1,1
19442,3,2,3,3,2,2,2,1,1
19443,3,3,3,3,3,3,3,2,2
19444,3,3,3,3,3,3,2,2,2
19445,3,3,3,3,3,3,2,2,2
19446,3,3,3,3,3,3,3,2,2
19447,1,2,3,3,3,2,2,2,2
19448,2,2,3,3,3,2,2,2,2
19449,2,2,3,3,3,2,1,1,1
19450,2,3,3,3,3,3,2,2,2
19451,2,3,3,3,3,3,2,2,2
19452,3,3,3,3,3,3,2,2,2
19453,3,3,3,3,3,3,2,2,2
19454,3,3,3,3,3,3,2,2,2
19455,3,3,3,3,3,2,2,1,1
19456,2,2,3,3,2,2,2,2,2
19457,2,1,2,2,2,2,2,2,2
19458,2,2,2,3,3,3,2,2,2
19459,2,1,2,3,3,3,2,2,2
19460,3,3,3,3,3,3,2,2,2
19461,2,3,3,3,3,3,2,2,2
19462,3,3,3,3,3,2,2,2,2
19463,3,3,3,3,2,2,2,1,1
19464,2,3,3,3,2,2,1,1,1
19465,2,3,3,3,2,2,2,2,2
19466,3,3,3,3,2,2,1,1,1
19467,2,2,3,3,2,2,2,2,2
19468,3,3,3,3,2,2,2,2,2
19469,2,1,2,2,2,2,2,2,2
19470,2,1,2,2,2,2,2,2,2
19471,2,2,3,2,1,2,2,2,2
19472,2,2,3,3,3,2,2,2,2
19473,2,3,3,3,1,1,1,1,1
19474,2,2,3,2,2,2,1,1,1
19475,2,2,3,3,2,2,2,2,2
19476,2,2,3,2,2,2,2,1,1
19477,1,1,2,2,2,1,1,1,1
19478,1,1,2,3,2,1,1,1,1
19479,2,2,3,3,2,1,1,1,1
19480,2,2,3,3,3,2,1,1,1
19481,2,2,3,3,3,1,1,1,1
19482,1,2,3,3,3,2,1,1,1
19483,2,3,3,3,3,2,1,1,1
19484,3,3,3,3,3,3,2,1,1
19485,3,3,3,3,3,2,1,1,1
19486,2,2,3,3,3,2,1,1,1
19487,2,2,3,3,3,2,2,1,1
19488,2,2,3,2,2,1,1,1,1
19489,2,2,3,2,1,1,1,1,1
19490,2,1,2,2,1,1,1,1,1
19491,2,1,3,2,1,1,1,1,1
19492,2,2,3,3,2,1,1,1,1
19493,2,2,3,3,3,1,1,1,1
19494,2,2,3,3,3,2,1,1,1
19495,2,2,3,3,3,2,1,1,1
19496,2,2,3,3,3,3,1,1,1
19497,3,3,3,3,3,3,2,1,1
19498,3,3,3,3,3,3,2,1,1
19499,3,3,3,3,3,3,2,2,2
19500,3,3,3,3,3,2,2,2,2
19501,3,2,3,3,3,2,2,2,2
19502,3,3,3,3,3,2,2,1,1
19503,3,3,3,3,2,1,1,1,1
19504,1,1,2,2,1,1,1,1,1
19505,1,1,2,2,2,2,2,1,1
19506,1,2,2,2,2,2,2,1,1
19507,1,1,2,2,2,3,3,2,2
19508,1,1,2,2,2,2,2,2,2
19509,1,2,3,3,3,3,3,2,2
19510,2,2,3,3,3,3,3,2,2
19511,2,2,3,3,3,3,2,2,2
19512,1,2,3,3,3,3,2,2,2
19513,1,2,3,3,3,3,2,1,1
19514,2,2,3,3,3,3,3,2,2
19515,2,2,3,3,3,3,2,1,1
19516,1,1,3,3,3,3,2,1,1
19517,1,1,2,3,3,3,2,1,1
19518,1,2,3,3,3,3,2,1,1
19519,1,1,3,3,3,3,2,1,1
19520,1,1,3,3,3,3,3,1,1
19521,1,2,3,3,3,3,3,1,1
19522,1,2,3,3,3,3,3,2,2
19523,1,1,2,3,3,3,3,3,3
19524,1,1,2,3,3,3,3,3,3
19525,1,1,2,3,3,3,3,3,3
19526,1,1,2,3,3,3,3,3,3
19527,1,1,2,3,3,3,3,3,3
19528,1,1,2,3,3,3,3,3,3
19529,1,1,2,3,3,3,3,3,3
19530,1,1,2,3,3,3,3,3,3
19531,1,1,3,3,3,3,3,3,3
19532,1,1,2,3,3,3,3,3,3
19533,1,1,3,3,3,3,3,3,3
19534,1,1,2,3,3,3,3,3,3
19535,1,2,3,3,2,3,3,3,3
19536,1,1,3,3,3,3,3,3,3
19537,1,2,3,3,3,3,3,3,3
19538,1,2,3,3,3,3,3,3,3
19539,2,1,2,3,3,3,3,3,3
19540,2,2,3,3,3,3,3,3,3
19541,1,1,3,3,3,3,3,3,3
19542,1,1,3,3,3,3,3,3,3
19543,1,1,2,3,3,3,3,3,3
19544,2,1,2,3,3,3,3,3,3
19545,2,2,3,3,3,3,3,3,3
19546,2,2,3,3,3,3,3,3,3
19547,2,2,3,3,3,3,3,3,3
19548,1,2,3,3,3,3,3,3,3
19549,1,1,3,3,3,3,3,3,3
19550,2,2,3,3,3,3,3,3,3
19551,1,1,3,3,3,3,3,3,3
19552,1,1,3,3,3,3,3,3,3
19553,1,1,2,3,3,3,3,3,3
19554,1,1,2,3,3,3,3,3,3
19555,1,1,3,3,3,3,3,3,3
19556,1,1,2,3,3,3,3,3,3
19557,1,1,3,3,3,3,3,3,3
19558,2,2,3,3,3,3,3,3,3
19559,2,2,3,3,3,3,3,3,3
19560,2,2,3,3,2,2,2,2,2
19561,2,2,3,3,3,2,3,3,3
19562,2,1,2,3,2,2,3,2,2
19563,2,1,2,3,3,3,3,2,2
19564,2,2,2,3,3,3,3,2,2
19565,3,2,2,3,3,3,3,1,1
19566,2,2,2,3,3,2,2,2,2
19567,2,1,2,3,3,3,2,1,1
19568,2,2,2,3,3,3,2,1,1
19569,1,1,2,3,3,2,2,1,1
19570,1,1,2,3,3,2,1,1,1
19571,1,1,2,3,3,3,2,1,1
19572,1,1,2,3,3,3,2,1,1
19573,1,1,2,3,3,3,2,1,1
19574,1,2,2,3,3,3,2,1,1
19575,1,1,2,2,2,3,2,1,1
19576,1,1,2,2,2,2,1,1,1
19577,1,1,2,2,2,2,1,1,1
19578,1,1,2,2,2,2,2,1,1
19579,1,1,2,2,2,1,1,1,1
19580,2,2,3,2,2,1,1,1,1
19581,2,2,3,2,1,1,1,1,1
19582,2,2,3,2,1,1,1,1,1
19583,2,3,3,3,2,1,1,1,1
19584,3,2,3,2,2,1,1,1,1
19585,2,2,3,3,2,1,1,1,1
19586,1,1,2,2,2,1,1,1,1
19587,1,1,2,2,2,2,1,1,1
19588,1,1,2,2,2,2,1,1,1
19589,2,2,2,3,2,2,1,1,1
19590,1,1,2,3,2,2,1,1,1
19591,1,2,2,2,2,2,2,1,1
19592,2,2,2,2,2,2,2,1,1
19593,2,2,3,3,3,2,2,1,1
19594,2,2,3,3,3,3,2,1,1
19595,2,2,2,3,3,2,1,1,1
19596,2,1,2,3,3,2,1,1,1
19597,2,1,2,3,2,2,1,1,1
19598,1,1,2,3,2,2,1,1,1
19599,1,1,2,3,2,2,2,2,2
19600,2,1,3,3,3,3,2,2,2
19601,1,1,2,2,2,2,2,2,2
19602,2,1,2,2,2,2,2,2,2
19603,2,1,2,2,2,2,2,2,2
19604,2,2,3,3,2,2,2,2,2
19605,3,3,3,3,2,2,1,1,1
19606,3,3,3,3,3,2,1,1,1
19607,3,3,3,3,3,2,1,1,1
19608,1,1,3,3,3,2,1,1,1
19609,1,1,2,3,2,1,1,1,1
19610,1,1,2,2,2,1,1,1,1
19611,2,2,3,3,1,1,1,1,1
19612,2,2,3,3,2,1,1,1,1
19613,2,2,3,2,1,1,1,1,1
19614,2,2,2,2,2,1,1,1,1
19615,2,2,2,2,1,1,1,1,1
19616,2,2,2,2,2,1,1,1,1
19617,3,2,2,3,2,1,1,1,1
19618,2,1,2,2,2,2,1,1,1
19619,1,1,2,2,2,2,2,2,2
19620,1,1,3,2,2,2,3,3,3
19621,1,1,3,3,2,2,2,3,3
19622,1,2,3,2,2,2,3,3,3
19623,1,2,3,3,2,2,2,2,2
19624,1,1,2,3,3,3,3,3,3
19625,1,1,2,2,2,3,3,3,3
19626,1,1,2,2,2,2,1,2,2
19627,1,1,2,2,2,1,1,1,1
19628,1,1,2,2,2,1,1,1,1
19629,1,2,3,3,2,1,1,1,1
19630,2,2,3,3,2,1,1,1,1
19631,2,2,3,3,3,3,3,3,3
19632,2,2,3,3,3,3,3,3,3
19633,2,2,2,3,3,3,3,3,3
19634,1,1,2,3,3,3,3,2,2
19635,2,2,3,3,3,3,2,2,2
19636,2,2,3,3,3,2,2,2,2
19637,2,2,3,2,2,2,2,2,2
19638,2,2,3,2,2,2,2,2,2
19639,2,2,3,3,2,2,2,2,2
19640,1,1,2,3,2,2,2,2,2
19641,1,2,3,3,2,2,2,2,2
19642,1,2,3,3,3,2,2,2,2
19643,2,3,3,3,3,2,2,2,2
19644,1,2,3,3,3,2,2,2,2
19645,2,3,3,3,3,3,2,2,2
19646,2,3,3,3,3,3,3,2,2
19647,3,3,3,3,3,3,3,2,2
19648,2,2,3,3,3,3,2,1,1
19649,2,2,2,3,3,2,2,2,2
19650,2,2,3,3,3,2,2,2,2
19651,2,2,3,2,1,1,1,1,1
19652,2,3,3,3,3,3,3,3,3
19653,2,2,3,3,3,3,3,3,3
19654,2,2,3,3,3,3,3,3,3
19655,1,2,3,3,3,3,3,3,3
19656,1,2,3,3,3,3,3,3,3
19657,1,2,3,3,3,3,3,3,3
19658,1,2,3,3,3,3,3,3,3
19659,1,2,3,3,3,3,3,3,3
19660,1,2,3,3,3,3,3,3,3
19661,1,2,2,3,2,3,3,2,2
19662,1,2,2,3,2,3,3,1,1
19663,1,2,3,3,2,3,3,3,3
19664,1,2,2,3,2,3,3,2,2
19665,2,2,2,2,2,3,3,2,2
19666,2,2,3,3,2,3,3,2,2
19667,2,2,2,3,2,3,3,2,2
19668,1,2,2,2,2,3,3,2,2
19669,1,1,2,2,2,3,3,2,2
19670,1,1,2,2,2,3,2,2,2
19671,2,2,2,3,3,3,3,2,2
19672,2,2,2,3,3,3,3,2,2
19673,2,2,2,3,3,3,3,3,3
19674,2,2,2,3,3,3,3,2,2
19675,2,2,2,3,3,3,3,2,2
19676,2,2,2,2,3,3,3,2,2
19677,2,2,2,2,2,3,3,3,3
19678,2,2,2,2,2,3,3,3,3
19679,2,2,2,2,2,3,3,3,3
19680,2,2,2,2,2,3,3,3,3
19681,3,3,3,2,2,3,3,3,3
19682,2,3,3,2,2,3,3,2,2
19683,2,2,2,2,2,3,3,2,2
19684,2,2,2,2,2,3,3,2,2
19685,2,2,2,2,3,3,3,2,2
19686,2,2,2,2,3,3,3,2,2
19687,1,1,2,2,3,3,2,2,2
19688,1,1,2,2,2,3,3,2,2
19689,1,1,2,2,3,3,3,3,3
19690,1,1,2,2,3,3,3,3,3
19691,1,1,2,2,3,3,3,3,3
19692,1,1,2,2,3,3,3,3,3
19693,1,1,2,3,3,3,3,3,3
19694,1,1,2,3,3,3,3,3,3
19695,1,2,3,3,3,3,3,3,3
19696,1,2,3,3,3,3,3,3,3
19697,1,2,3,3,3,3,3,3,3
19698,1,2,3,3,3,3,3,3,3
19699,1,2,3,3,3,3,3,3,3
19700,1,2,3,3,3,3,3,3,3
19701,1,2,3,3,3,3,3,2,2
19702,1,2,3,3,3,3,3,2,2
19703,1,2,3,3,3,3,3,2,2
19704,1,2,3,3,3,3,3,2,2
19705,1,2,3,3,3,3,3,2,2
19706,1,2,3,3,3,3,3,2,2
19707,2,2,3,3,3,3,3,3,3
19708,1,2,3,3,3,3,3,3,3
19709,1,2,3,3,3,3,3,3,3
19710,1,2,3,3,3,3,3,3,3
19711,1,2,3,3,3,3,3,3,3
19712,1,1,2,3,3,3,3,3,3
19713,1,1,3,3,3,3,3,3,3
19714,1,1,2,3,3,3,3,3,3
19715,1,1,3,3,3,3,3,3,3
19716,1,1,3,3,3,3,2,2,2
19717,1,2,3,3,3,3,2,2,2
19718,1,1,3,3,3,3,3,2,2
19719,1,1,3,3,3,3,3,3,3
19720,1,1,3,3,3,3,3,3,3
19721,1,1,3,3,3,3,3,3,3
19722,1,1,3,3,3,3,3,2,2
19723,1,1,3,3,3,3,3,3,3
19724,1,1,3,3,3,3,3,3,3
19725,1,2,3,3,3,3,3,3,3
19726,1,1,3,3,3,3,3,3,3
19727,1,1,3,3,3,3,3,3,3
19728,1,1,3,3,3,3,3,3,3
19729,1,2,2,3,3,3,3,3,3
19730,1,1,2,3,3,3,3,3,3
19731,1,1,2,3,3,3,3,3,3
19732,1,1,2,3,3,3,3,3,3
19733,1,1,2,3,3,3,3,3,3
19734,1,1,2,3,3,3,3,2,2
19735,1,1,2,3,2,3,2,2,2
19736,1,1,2,2,2,3,3,3,3
19737,1,1,2,3,3,3,3,3,3
19738,1,1,3,3,3,3,3,3,3
19739,1,1,2,3,3,3,3,3,3
19740,1,1,3,3,3,3,3,2,2
19741,1,1,3,3,3,3,2,1,1
19742,1,1,3,3,2,3,2,1,1
19743,1,2,3,3,3,3,2,1,1
19744,1,2,3,3,3,3,3,1,1
19745,2,2,3,3,3,3,3,1,1
19746,2,2,3,3,3,3,3,1,1
19747,2,2,3,3,3,3,2,1,1
19748,1,2,3,3,3,3,2,1,1
19749,1,2,3,3,3,3,2,1,1
19750,1,2,3,3,3,3,2,1,1
19751,1,2,3,3,3,3,2,1,1
19752,1,2,3,3,3,3,3,1,1
19753,1,2,3,3,3,3,3,1,1
19754,1,2,3,3,3,3,3,3,3
19755,1,2,3,3,3,3,3,3,3
19756,1,1,3,3,3,3,3,3,3
19757,1,1,2,2,2,3,3,3,3
19758,1,1,2,2,2,3,3,3,3
19759,1,1,2,2,2,3,3,3,3
19760,1,1,2,2,3,3,3,3,3
19761,1,1,2,2,3,3,3,3,3
19762,1,1,2,2,2,3,3,3,3
19763,1,1,2,2,2,3,3,3,3
19764,1,1,2,2,3,3,3,3,3
19765,1,1,2,2,3,3,3,3,3
19766,2,1,2,3,3,3,3,3,3
19767,2,1,2,3,3,3,3,3,3
19768,1,1,2,3,3,3,3,3,3
19769,1,1,2,3,3,3,3,3,3
19770,1,1,2,3,3,3,3,3,3
19771,1,1,3,3,3,3,3,3,3
19772,1,1,3,3,3,3,3,3,3
19773,1,2,3,3,3,3,3,3,3
19774,1,1,3,3,3,3,3,3,3
19775,1,1,3,3,3,3,3,3,3
19776,1,1,2,3,3,3,3,3,3
19777,1,1,2,3,3,3,3,2,2
19778,1,1,2,3,3,3,2,2,2
19779,1,1,2,3,3,3,2,2,2
19780,2,1,2,3,3,3,2,2,2
19781,1,1,2,3,3,3,2,2,2
19782,1,1,2,3,3,3,3,2,2
19783,2,1,2,3,3,3,2,2,2
19784,2,2,2,3,3,3,2,2,2
19785,2,2,3,3,3,3,3,2,2
19786,2,2,3,3,3,3,3,2,2
19787,2,2,3,3,3,3,3,3,3
19788,2,2,3,3,3,3,3,3,3
19789,2,2,3,3,3,3,3,2,2
19790,2,2,3,3,3,3,3,3,3
19791,2,2,3,3,3,3,3,3,3
19792,2,2,3,3,3,3,3,3,3
19793,2,2,3,3,3,3,3,3,3
19794,1,1,3,3,3,3,2,2,2
19795,2,2,3,3,3,2,1,2,2
19796,2,2,3,3,3,2,2,1,1
19797,2,3,3,3,3,3,2,2,2
19798,2,2,3,3,3,3,3,2,2
19799,2,3,3,3,3,3,3,2,2
19800,2,2,3,3,3,3,3,3,3
19801,3,3,3,3,3,3,3,2,2
19802,3,2,2,3,3,3,3,2,2
19803,3,2,2,3,3,3,3,2,2
19804,2,2,2,3,3,3,3,2,2
19805,2,2,3,3,3,3,3,2,2
19806,2,2,3,3,3,3,3,2,2
19807,1,1,2,3,3,3,3,3,3
19808,1,1,2,3,3,3,3,3,3
19809,2,1,2,3,3,3,3,2,2
19810,2,2,3,3,3,3,3,2,2
19811,2,2,3,3,3,3,3,3,3
19812,2,2,3,3,3,3,3,3,3
19813,2,2,2,3,3,3,3,3,3
19814,2,1,2,3,3,3,3,3,3
19815,1,1,2,3,3,3,3,3,3
19816,2,1,2,2,3,3,3,3,3
19817,2,1,2,2,3,3,3,2,2
19818,2,1,2,3,3,3,3,2,2
19819,2,2,2,3,3,3,3,2,2
19820,2,2,3,3,3,3,3,2,2
19821,2,2,2,3,3,3,3,2,2
19822,2,1,2,3,3,3,3,2,2
19823,2,2,3,3,3,3,2,1,1
19824,2,2,3,3,3,3,2,1,1
19825,2,2,2,3,3,3,2,1,1
19826,1,1,2,3,3,3,2,2,2
19827,3,2,2,3,3,3,3,3,3
19828,2,2,2,3,3,3,3,3,3
19829,2,2,2,3,3,3,3,2,2
19830,3,3,3,3,3,3,3,3,3
19831,3,3,3,3,3,3,3,3,3
19832,3,3,3,3,3,3,3,3,3
19833,2,2,3,3,3,3,3,2,2
19834,2,2,2,3,3,3,2,2,2
19835,2,2,2,2,2,2,2,1,1
19836,3,2,2,3,3,3,2,2,2
19837,2,2,2,2,2,2,2,2,2
19838,3,2,3,3,3,3,2,2,2
19839,3,2,3,3,3,3,3,2,2
19840,2,2,3,3,3,3,3,2,2
19841,2,2,3,3,3,3,3,2,2
19842,2,2,3,3,3,3,3,2,2
19843,2,3,3,3,3,3,3,2,2
19844,2,3,3,3,3,3,3,2,2
19845,2,2,3,3,3,3,3,3,3
19846,2,2,3,3,2,2,2,2,2
19847,1,2,2,3,2,2,2,2,2
19848,2,2,2,3,2,3,2,2,2
19849,2,2,2,3,2,3,3,3,3
19850,1,1,2,3,3,3,3,2,2
19851,1,1,2,3,3,3,3,3,3
19852,1,2,2,3,2,3,3,3,3
19853,1,2,2,2,2,3,3,3,3
19854,2,2,3,3,3,3,3,3,3
19855,2,2,3,3,3,3,3,3,3
19856,1,2,3,3,2,3,3,3,3
19857,1,2,3,3,2,3,3,2,2
19858,1,2,3,3,2,3,2,2,2
19859,2,3,3,3,3,2,2,2,2
19860,1,2,3,3,3,2,2,2,2
19861,2,2,3,3,3,3,3,3,3
19862,1,2,3,3,2,2,3,3,3
19863,1,2,3,3,3,3,3,2,2
19864,1,2,3,3,3,3,3,2,2
19865,1,2,3,3,3,3,3,2,2
19866,1,2,3,3,2,3,3,2,2
19867,1,2,3,3,2,3,3,2,2
19868,1,2,2,3,2,3,3,2,2
19869,2,2,2,2,2,3,3,3,3
19870,2,2,2,2,2,2,3,3,3
19871,1,2,3,3,3,3,3,3,3
19872,1,2,3,3,2,3,3,2,2
19873,1,2,3,2,3,3,3,2,2
19874,2,2,3,3,3,3,3,2,2
19875,1,2,3,3,3,3,3,3,3
19876,1,1,2,3,2,3,3,2,2
19877,1,1,2,3,2,2,2,2,2
19878,1,1,2,2,2,2,2,2,2
19879,1,1,3,3,3,2,2,2,2
19880,1,1,2,3,3,2,2,2,2
19881,1,1,3,3,3,3,3,3,3
19882,2,2,3,3,3,3,3,3,3
19883,1,2,3,3,3,3,3,3,3
19884,1,2,3,3,3,3,3,3,3
19885,1,2,3,3,3,3,3,3,3
19886,2,2,3,3,3,3,3,3,3
19887,1,2,3,3,3,3,3,3,3
19888,1,2,3,3,3,3,3,3,3
19889,1,2,3,3,3,3,3,3,3
19890,1,2,3,3,3,3,3,3,3
19891,1,2,3,3,3,3,3,3,3
19892,1,2,3,3,3,3,3,3,3
19893,1,2,3,2,2,3,3,3,3
19894,1,2,3,3,2,3,3,3,3
19895,1,2,3,3,2,3,3,3,3
19896,1,2,3,3,3,3,3,3,3
19897,1,2,3,3,3,3,3,2,2
19898,2,2,3,3,3,3,3,2,2
19899,2,2,3,3,3,3,3,2,2
19900,2,2,3,3,3,3,3,2,2
19901,1,2,3,3,3,3,2,2,2
19902,1,2,3,3,3,2,2,2,2
19903,1,2,3,3,3,2,2,2,2
19904,1,2,3,3,2,2,2,2,2
19905,1,1,2,3,2,3,2,2,2
19906,1,1,2,2,2,3,2,2,2
19907,1,1,3,3,3,3,3,3,3
19908,1,1,3,3,3,3,3,3,3
19909,1,2,3,3,3,3,3,3,3
19910,1,1,2,3,3,3,3,3,3
19911,1,1,2,3,3,3,3,3,3
19912,1,1,3,3,3,3,3,3,3
19913,1,1,3,3,3,3,3,3,3
19914,1,1,2,3,3,3,2,2,2
19915,1,1,2,3,3,3,3,2,2
19916,1,1,2,3,3,3,2,2,2
19917,1,1,2,3,3,3,3,3,3
19918,1,1,2,3,3,3,3,2,2
19919,1,2,3,3,3,3,3,2,2
19920,1,1,3,3,3,3,3,3,3
19921,1,2,3,3,3,3,2,2,2
19922,1,2,3,3,3,3,2,2,2
19923,1,2,3,3,3,3,3,3,3
19924,1,1,2,3,3,3,3,3,3
19925,1,1,2,3,3,3,3,2,2
19926,1,1,2,3,3,3,3,3,3
19927,2,2,3,3,3,3,3,3,3
19928,2,3,3,3,2,3,3,3,3
19929,2,2,3,3,3,3,3,3,3
19930,2,3,3,3,3,3,3,3,3
19931,2,3,3,3,3,3,3,3,3
19932,3,3,3,3,3,3,3,3,3
19933,3,3,3,3,3,3,3,3,3
19934,2,3,3,3,3,3,3,3,3
19935,2,2,3,3,3,3,3,3,3
19936,2,3,3,3,3,3,3,3,3
19937,2,3,3,3,3,3,3,3,3
19938,2,3,3,3,3,3,3,3,3
19939,3,3,3,3,3,3,3,3,3
19940,2,3,3,3,3,3,3,3,3
19941,2,3,3,3,3,3,3,3,3
19942,3,3,3,3,3,3,3,3,3
19943,3,3,3,3,3,3,3,3,3
19944,3,3,3,3,3,3,3,2,2
19945,3,3,3,3,3,3,2,2,2
19946,3,3,3,3,1,1,2,2,2
19947,2,2,2,2,1,1,1,2,2
19948,1,2,2,2,1,1,1,1,1
19949,1,1,2,1,1,1,1,1,1
