time,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9
4582,2,1,2,2,2,2,1,1,1
4583,2,1,2,3,2,2,1,1,1
4584,2,2,2,2,2,2,1,1,1
4585,2,2,2,2,2,1,1,1,1
4586,3,2,2,2,2,2,1,1,1
4587,2,2,2,2,2,1,1,1,1
4588,2,2,2,2,2,1,1,1,1
4589,2,1,2,2,2,2,1,1,1
4590,2,1,2,2,2,2,1,1,1
4591,1,1,2,2,2,2,1,1,1
4592,2,2,2,3,2,2,1,1,1
4593,3,2,2,3,3,3,3,2,2
4594,2,2,2,3,2,3,2,2,2
4595,2,2,2,2,2,2,2,2,2
4596,2,2,2,2,2,2,2,2,2
4597,2,1,2,2,2,2,1,1,1
4598,1,1,2,2,2,2,1,1,1
4599,1,1,2,2,2,2,2,1,1
4600,1,1,2,2,2,3,3,2,2
4601,1,1,2,2,2,3,2,1,1
4602,2,1,2,2,2,3,2,1,1
4603,1,1,2,2,2,2,1,1,1
4604,1,1,2,2,2,2,1,1,1
4605,1,1,2,2,3,3,2,2,2
4606,1,1,2,2,3,3,2,2,2
4607,1,1,2,2,3,3,2,2,2
4608,1,1,2,3,3,3,2,2,2
4609,2,2,3,3,3,3,2,1,1
4610,3,3,3,3,3,3,2,1,1
4611,3,3,3,3,3,3,2,2,2
4612,3,3,3,3,3,3,2,1,1
4613,2,2,3,3,3,2,2,1,1
4614,2,2,3,3,3,2,2,1,1
4615,2,2,3,3,3,2,2,1,1
4616,2,2,3,3,3,2,2,1,1
4617,2,2,3,3,3,2,2,1,1
4618,2,2,3,3,3,2,1,1,1
4619,2,2,2,2,2,3,2,1,1
4620,2,2,2,2,2,2,1,1,1
4621,2,2,2,2,2,2,1,1,1
4622,2,2,3,3,3,3,3,3,3
4623,2,2,3,3,3,3,3,3,3
4624,2,2,3,3,3,3,2,2,2
4625,3,3,3,3,3,3,2,2,2
4626,3,2,3,3,3,3,2,2,2
4627,3,3,3,3,3,3,2,2,2
4628,3,3,3,3,3,3,2,2,2
4629,3,3,3,3,3,3,2,2,2
4630,3,3,3,3,3,3,2,2,2
4631,3,3,3,3,3,3,2,2,2
4632,3,3,3,3,3,3,2,2,2
4633,3,3,3,3,3,2,2,2,2
4634,3,2,3,3,2,2,2,2,2
4635,3,3,3,3,3,2,2,2,2
4636,3,3,3,3,3,2,2,2,2
4637,2,2,3,3,3,3,2,2,2
4638,2,2,3,3,3,3,2,2,2
4639,2,2,3,3,3,3,3,2,2
4640,2,2,3,3,3,3,2,2,2
4641,2,2,3,3,3,3,3,2,2
4642,1,1,2,3,3,3,3,3,3
4643,1,1,2,3,3,3,3,2,2
4644,1,1,2,3,3,3,3,2,2
4645,1,2,3,3,3,3,2,2,2
4646,1,1,2,3,3,3,3,2,2
4647,1,1,2,3,3,3,3,2,2
4648,2,2,3,3,3,2,2,2,2
4649,2,2,3,3,3,3,2,1,1
4650,1,2,3,3,3,3,2,1,1
4651,2,2,3,3,3,3,2,1,1
4652,1,2,3,3,3,2,1,1,1
4653,2,3,3,3,3,3,2,2,2
4654,2,2,3,3,3,3,2,2,2
4655,1,2,3,3,2,2,2,1,1
4656,1,2,3,3,2,2,2,2,2
4657,1,2,3,3,2,2,2,2,2
4658,2,2,3,3,2,2,2,2,2
4659,2,2,3,3,2,2,2,2,2
4660,2,3,3,2,2,2,2,2,2
4661,2,2,3,2,2,2,2,2,2
4662,1,2,3,2,2,2,2,2,2
4663,1,2,3,2,2,2,2,2,2
4664,1,2,2,2,2,2,2,2,2
4665,1,2,3,3,2,2,2,2,2
4666,1,2,2,2,2,2,2,2,2
4667,1,2,2,3,2,2,2,2,2
4668,1,1,3,3,3,2,2,3,3
4669,1,2,2,2,2,2,2,2,2
4670,1,2,2,2,2,2,3,3,3
4671,2,2,3,3,2,2,2,3,3
4672,1,2,2,3,3,3,3,3,3
4673,2,2,2,3,3,3,3,3,3
4674,2,1,2,3,3,3,2,2,2
4675,2,2,3,3,3,3,2,2,2
4676,1,1,2,3,3,3,2,2,2
4677,2,2,3,3,3,3,2,2,2
4678,1,1,2,3,2,2,2,1,1
4679,2,2,3,3,2,2,2,2,2
4680,1,2,3,3,3,2,2,2,2
4681,1,1,3,3,2,2,2,2,2
4682,1,2,3,3,3,2,2,2,2
4683,1,2,3,3,3,2,2,2,2
4684,1,2,3,3,3,2,2,2,2
4685,1,2,3,3,3,3,2,2,2
4686,1,2,3,3,3,2,2,2,2
4687,1,2,2,3,3,2,2,2,2
4688,1,2,3,3,3,2,2,2,2
4689,1,1,2,3,3,2,2,2,2
4690,1,1,2,3,2,2,2,1,1
4691,1,1,2,2,2,2,2,2,2
4692,1,1,2,2,2,2,2,2,2
4693,1,1,2,3,3,2,2,2,2
4694,1,1,2,3,3,3,3,3,3
4695,1,1,3,3,3,3,3,3,3
4696,1,1,3,3,3,3,3,3,3
4697,1,1,3,3,3,3,2,2,2
4698,1,1,2,3,3,2,2,2,2
4699,1,1,3,3,3,2,2,2,2
4700,1,1,3,3,3,2,2,1,1
4701,1,2,3,3,3,2,2,2,2
4702,2,2,3,3,3,3,2,2,2
4703,2,2,3,3,3,3,3,2,2
4704,1,2,3,3,3,3,2,2,2
4705,1,2,3,3,3,3,2,1,1
4706,2,2,3,3,3,3,2,2,2
4707,2,2,3,3,3,3,3,2,2
4708,1,2,3,3,3,3,3,2,2
4709,1,2,3,3,3,3,3,2,2
4710,1,1,3,3,3,3,3,2,2
4711,1,1,3,3,3,3,3,3,3
4712,1,2,3,3,3,3,3,3,3
4713,1,2,3,3,3,3,3,3,3
4714,2,2,3,3,3,3,3,3,3
4715,2,2,3,3,3,3,3,3,3
4716,2,2,3,3,3,3,2,2,2
4717,2,3,3,3,3,3,2,2,2
4718,2,3,3,3,3,3,2,2,2
4719,2,2,3,3,3,3,3,2,2
4720,2,2,3,3,3,3,2,2,2
4721,1,2,3,3,3,3,2,2,2
4722,2,2,3,3,3,3,2,2,2
4723,2,2,3,3,3,3,2,2,2
4724,2,2,3,3,3,3,2,2,2
4725,2,2,2,3,3,3,2,2,2
4726,2,2,2,3,3,3,2,2,2
4727,2,2,3,3,3,3,3,2,2
4728,2,2,3,3,3,3,2,2,2
4729,1,1,2,2,2,2,1,1,1
4730,2,2,2,2,2,2,1,1,1
4731,2,2,3,3,3,2,2,1,1
4732,2,3,3,3,3,3,3,2,2
4733,2,3,3,3,3,3,3,2,2
4734,2,3,3,3,3,3,3,2,2
4735,2,3,3,3,3,3,2,1,1
4736,2,2,3,3,3,2,2,1,1
4737,2,2,3,3,3,2,2,1,1
4738,1,2,3,3,3,2,2,2,2
4739,1,2,3,3,3,2,2,2,2
4740,1,2,3,3,3,3,2,2,2
4741,1,2,2,3,3,3,2,2,2
4742,1,2,3,3,2,2,1,1,1
4743,2,2,3,3,3,2,1,1,1
4744,2,2,3,3,2,2,1,1,1
4745,2,2,3,3,2,2,1,1,1
4746,2,2,3,3,2,2,2,1,1
4747,2,2,3,3,3,2,2,2,2
4748,1,2,3,3,3,2,2,2,2
4749,1,2,3,3,3,2,2,1,1
4750,2,2,3,3,3,3,2,2,2
4751,3,3,3,3,3,3,3,3,3
4752,3,3,3,3,3,3,3,3,3
4753,3,3,3,3,3,3,3,3,3
4754,3,3,3,3,3,3,3,3,3
4755,3,3,3,3,3,3,3,2,2
4756,3,3,3,3,3,3,3,2,2
4757,3,3,3,3,3,3,3,2,2
4758,2,2,2,2,2,2,2,3,3
4759,2,2,3,2,2,2,2,2,2
4760,2,2,2,2,2,2,2,2,2
4761,2,2,2,2,2,2,2,2,2
4762,1,2,2,2,2,2,2,2,2
4763,1,1,2,2,2,2,2,2,2
4764,1,2,2,2,2,2,2,2,2
4765,1,2,2,2,2,2,2,2,2
4766,2,2,2,2,2,2,2,2,2
4767,1,2,2,2,2,3,2,2,2
4768,1,1,2,2,2,3,3,2,2
4769,1,1,2,2,2,3,3,2,2
4770,1,1,2,2,2,3,3,2,2
4771,1,1,2,2,2,3,3,3,3
4772,2,1,2,3,3,3,3,3,3
4773,2,1,2,3,3,3,3,3,3
4774,2,2,2,3,3,3,3,3,3
4775,2,2,2,3,3,3,3,3,3
4776,2,2,2,3,3,3,3,3,3
4777,2,1,2,3,3,3,3,3,3
4778,2,1,2,3,3,3,3,2,2
4779,1,1,2,3,3,3,3,2,2
4780,1,1,2,3,3,3,3,3,3
4781,1,1,2,3,3,3,3,3,3
4782,1,1,2,3,3,3,3,3,3
4783,2,1,2,3,3,3,3,3,3
4784,1,1,2,3,3,3,3,3,3
4785,1,1,2,2,3,3,3,2,2
4786,2,2,2,3,3,3,3,2,2
4787,2,2,3,3,3,3,2,2,2
4788,2,2,2,3,3,3,3,2,2
4789,1,1,2,2,2,3,3,2,2
4790,2,1,2,3,3,3,3,3,3
4791,2,2,2,3,3,3,3,3,3
4792,2,1,2,2,2,3,3,3,3
4793,2,1,2,2,2,3,3,3,3
4794,2,1,2,2,2,3,3,3,3
4795,2,2,3,3,3,3,3,3,3
4796,2,2,3,3,3,3,3,3,3
4797,2,2,3,3,3,3,3,3,3
4798,2,2,2,3,3,3,3,3,3
4799,1,1,2,3,3,3,3,3,3
4800,1,1,3,3,3,3,3,2,2
4801,1,1,3,3,3,3,3,2,2
4802,1,1,3,3,3,3,2,2,2
4803,1,1,2,3,3,3,3,3,3
4804,1,1,2,3,3,3,3,3,3
4805,1,1,2,3,3,3,3,3,3
4806,1,2,2,3,3,3,3,3,3
4807,1,2,2,3,3,3,3,3,3
4808,2,2,3,3,3,3,3,2,2
4809,1,2,2,3,3,3,3,3,3
4810,2,2,3,2,3,3,3,3,3
4811,2,2,3,3,3,3,3,3,3
4812,2,3,3,3,3,3,3,3,3
4813,3,3,3,3,3,3,3,3,3
4814,2,3,3,3,3,3,3,3,3
4815,2,2,3,3,3,3,3,3,3
4816,2,3,3,3,3,3,3,3,3
4817,2,3,3,3,3,3,3,3,3
4818,2,3,3,3,3,3,3,3,3
4819,2,2,3,3,3,3,3,3,3
4820,2,3,3,3,3,3,3,3,3
4821,1,2,3,3,3,3,3,3,3
4822,2,2,3,3,3,3,3,3,3
4823,1,3,3,3,3,3,3,3,3
4824,1,2,3,3,3,3,3,3,3
4825,1,2,3,3,3,3,3,3,3
4826,2,2,3,3,3,3,3,3,3
4827,1,2,3,3,3,3,3,3,3
4828,2,2,2,3,3,3,3,3,3
4829,1,2,3,3,3,3,3,3,3
4830,2,2,2,3,3,3,3,3,3
4831,2,3,3,3,3,3,3,3,3
4832,2,2,2,3,3,3,3,3,3
4833,2,2,3,3,3,3,3,3,3
4834,3,3,3,3,2,2,2,3,3
4835,3,3,3,3,3,3,3,2,2
4836,3,3,3,3,3,3,3,3,3
4837,3,3,3,3,3,3,3,3,3
4838,3,2,3,3,3,3,3,3,3
4839,3,3,3,3,3,3,3,3,3
4840,3,3,3,3,3,3,3,2,2
4841,3,3,3,3,3,3,3,2,2
4842,2,3,3,3,3,3,2,2,2
4843,3,3,3,3,3,3,3,3,3
4844,2,3,3,3,3,3,3,3,3
4845,2,3,3,3,3,3,3,3,3
4846,2,3,3,3,3,3,3,3,3
4847,3,3,3,3,3,3,3,3,3
4848,3,3,3,3,3,3,3,3,3
4849,3,3,3,3,3,3,3,3,3
4850,3,3,3,3,3,3,3,3,3
4851,3,3,3,3,3,3,3,3,3
4852,3,3,3,3,3,3,3,3,3
4853,3,3,3,3,3,3,3,3,3
4854,3,3,3,3,3,3,3,3,3
4855,3,3,3,3,3,3,3,3,3
4856,3,3,3,3,3,3,3,3,3
4857,2,2,3,3,3,3,3,3,3
4858,3,3,3,3,3,3,3,3,3
4859,2,2,3,3,3,3,3,3,3
4860,3,3,3,3,3,3,3,3,3
4861,3,3,2,3,3,3,3,3,3
4862,3,3,3,3,3,3,3,3,3
4863,2,2,2,2,3,3,3,3,3
4864,1,1,2,2,2,3,3,3,3
4865,2,2,2,2,2,3,3,3,3
4866,2,2,2,3,3,3,3,3,3
4867,1,1,2,3,3,3,3,3,3
4868,2,2,2,3,3,3,3,3,3
4869,2,1,2,3,3,3,3,3,3
4870,1,1,2,2,2,3,3,3,3
4871,1,1,2,2,2,3,3,3,3
4872,1,2,3,3,3,3,3,3,3
4873,2,2,2,3,3,3,3,2,2
4874,1,2,3,3,3,3,3,3,3
4875,1,1,2,3,3,2,2,2,2
4876,1,1,3,3,3,3,3,3,3
4877,1,2,3,3,3,3,3,3,3
4878,1,2,3,3,3,3,3,3,3
4879,2,2,2,3,3,3,3,2,2
4880,2,2,3,3,3,3,3,2,2
4881,2,3,3,3,3,3,3,3,3
4882,1,1,2,3,3,3,3,3,3
4883,2,2,3,3,3,3,3,3,3
4884,2,2,3,3,3,3,3,3,3
4885,1,1,3,3,3,3,3,2,2
4886,2,2,3,3,3,3,3,3,3
4887,3,3,3,3,3,3,3,3,3
4888,2,3,3,3,3,3,3,3,3
4889,2,3,3,3,3,3,3,3,3
4890,3,3,3,3,3,3,3,2,2
4891,3,3,3,3,3,3,3,2,2
4892,2,3,3,3,3,3,3,3,3
4893,2,2,3,3,3,3,3,2,2
4894,1,2,3,3,3,3,3,3,3
4895,1,1,2,3,2,2,2,2,2
4896,1,1,2,2,2,2,1,2,2
4897,1,1,2,2,2,3,2,2,2
4898,2,2,2,3,2,3,2,1,1
4899,1,1,2,2,2,2,2,1,1
4900,1,1,2,3,3,3,2,2,2
4901,2,2,2,2,2,2,2,2,2
4902,2,2,2,3,3,3,3,3,3
4903,3,2,2,3,3,3,2,2,2
4904,2,2,3,3,3,3,3,2,2
4905,3,3,3,3,3,3,2,2,2
4906,2,2,3,3,3,3,3,2,2
4907,2,2,3,3,3,3,2,2,2
4908,1,2,3,3,3,3,2,1,1
4909,2,2,3,3,3,3,2,1,1
4910,2,1,2,3,3,3,2,2,2
4911,1,1,2,3,3,2,2,1,1
4912,1,1,3,3,3,3,2,1,1
4913,1,2,3,3,3,2,2,1,1
4914,1,2,3,3,3,3,2,2,2
4915,2,2,3,3,3,3,3,3,3
4916,1,2,3,3,3,3,3,3,3
4917,1,2,3,3,2,2,2,2,2
4918,2,2,3,3,2,2,2,2,2
4919,1,1,2,3,2,2,2,2,2
4920,2,2,3,3,2,2,2,2,2
4921,2,2,3,3,3,3,3,3,3
4922,3,2,3,3,3,3,3,2,2
4923,3,3,3,3,3,3,3,3,3
4924,3,2,3,3,3,3,3,3,3
4925,3,2,3,3,3,3,3,3,3
4926,3,3,3,3,3,3,3,2,2
4927,2,2,3,3,3,3,3,2,2
4928,2,2,3,3,3,3,3,1,1
4929,2,2,3,3,3,3,3,1,1
4930,2,3,3,3,3,3,3,1,1
4931,2,2,3,3,3,3,3,2,2
4932,2,2,3,3,3,3,3,2,2
4933,2,2,3,3,3,3,3,3,3
4934,2,2,3,3,3,3,3,2,2
4935,1,2,3,3,3,3,3,3,3
4936,1,2,3,3,3,3,3,2,2
4937,1,2,3,3,3,3,3,2,2
4938,1,2,3,3,3,3,3,2,2
4939,1,1,2,3,3,3,3,2,2
4940,1,1,2,3,3,3,3,2,2
4941,1,2,3,3,3,3,2,2,2
4942,1,2,3,3,3,3,2,1,1
4943,2,3,3,3,3,2,1,1,1
4944,2,3,3,3,3,2,1,1,1
4945,1,2,3,3,3,2,1,1,1
4946,1,2,3,3,3,2,1,1,1
4947,2,2,3,3,3,3,2,1,1
4948,1,2,3,3,3,3,3,2,2
4949,1,1,2,3,3,3,2,2,2
4950,1,1,2,2,2,3,2,2,2
4951,2,2,3,3,3,3,3,2,2
4952,2,2,3,3,3,3,3,3,3
4953,2,2,3,3,3,3,2,2,2
4954,2,2,3,3,3,2,2,2,2
4955,2,2,3,3,2,2,2,2,2
4956,2,2,3,3,2,2,2,2,2
4957,1,2,3,3,2,2,2,2,2
4958,1,2,3,3,3,2,2,2,2
4959,2,2,3,3,3,3,2,2,2
4960,1,2,3,3,3,3,3,2,2
4961,2,2,3,3,3,3,2,2,2
4962,2,2,3,3,3,2,2,2,2
4963,2,2,2,3,3,2,2,2,2
4964,2,2,3,3,3,2,2,2,2
4965,2,2,3,3,3,3,2,2,2
4966,2,2,3,3,3,2,2,2,2
4967,2,2,3,3,3,2,2,1,1
4968,3,2,3,3,3,2,2,1,1
4969,2,2,3,3,3,2,2,2,2
4970,2,2,3,3,3,2,2,1,1
4971,2,2,3,3,3,2,2,1,1
4972,2,2,3,3,3,2,2,2,2
4973,3,3,3,3,3,3,2,2,2
4974,3,2,3,3,3,3,2,2,2
4975,3,3,3,3,3,2,2,2,2
4976,1,1,2,3,3,2,2,2,2
4977,1,1,2,3,3,2,2,2,2
4978,1,1,2,3,3,3,2,2,2
4979,1,2,3,3,3,3,2,2,2
4980,1,1,2,3,3,3,2,2,2
4981,2,2,3,3,3,3,2,2,2
4982,2,2,3,3,3,3,2,2,2
4983,2,2,3,3,3,2,2,2,2
4984,3,3,3,3,3,3,2,2,2
4985,2,2,3,3,3,3,2,2,2
4986,2,2,3,3,3,3,2,2,2
4987,2,2,3,3,3,3,2,2,2
4988,2,2,2,3,3,3,3,2,2
4989,3,3,3,3,3,3,3,2,2
4990,2,2,3,3,3,3,3,2,2
4991,2,2,3,3,3,3,3,2,2
4992,3,2,3,3,3,3,2,2,2
4993,3,3,3,3,3,3,2,2,2
4994,2,2,3,3,3,3,3,2,2
4995,2,2,3,3,2,2,3,2,2
4996,2,3,3,3,3,3,3,2,2
4997,3,3,3,3,3,3,3,2,2
4998,2,2,3,3,3,3,3,2,2
4999,2,2,3,3,2,2,2,2,2
5000,2,3,3,3,3,2,2,2,2
5001,2,2,3,3,3,2,2,2,2
5002,2,2,3,3,3,3,2,2,2
5003,2,2,3,3,3,3,3,2,2
5004,3,3,3,3,3,3,2,2,2
5005,3,3,3,3,3,3,3,2,2
5006,2,3,3,3,3,3,3,3,3
5007,3,3,3,3,3,3,3,3,3
5008,3,3,3,3,3,3,3,3,3
5009,3,3,3,3,3,3,3,3,3
5010,3,3,3,3,3,3,3,3,3
5011,2,2,3,3,3,3,3,3,3
5012,2,2,3,3,3,3,3,3,3
5013,2,2,3,3,3,3,3,3,3
5014,1,1,2,3,3,3,3,3,3
5015,1,1,2,3,3,3,3,3,3
5016,2,1,2,3,3,3,3,3,3
5017,1,1,2,3,3,3,3,3,3
5018,1,1,2,3,3,3,3,3,3
5019,1,1,2,2,3,3,3,3,3
5020,1,1,2,3,3,3,3,3,3
5021,1,1,2,3,3,3,3,3,3
5022,2,2,3,3,3,3,3,3,3
5023,1,1,2,3,3,3,3,3,3
5024,2,1,2,3,3,3,3,3,3
5025,2,2,3,3,3,3,3,3,3
5026,1,1,3,3,3,3,3,3,3
5027,1,1,2,3,3,3,3,3,3
5028,2,1,2,3,3,3,3,3,3
5029,1,1,2,3,3,3,3,2,2
5030,2,1,2,3,3,3,2,2,2
5031,1,1,2,3,3,3,2,1,1
5032,1,1,3,3,3,3,3,2,2
5033,2,2,3,3,3,3,3,2,2
5034,2,2,3,3,3,3,3,2,2
5035,2,2,3,3,3,3,3,2,2
5036,1,2,3,3,3,3,3,2,2
5037,2,2,3,3,3,3,3,2,2
5038,2,2,3,3,3,3,3,2,2
5039,2,2,3,3,3,3,3,3,3
5040,3,3,3,3,3,3,3,2,2
5041,2,2,3,3,3,3,3,2,2
5042,1,2,3,3,3,3,3,3,3
5043,2,2,3,3,3,3,3,2,2
5044,1,1,2,3,3,3,3,2,2
5045,1,1,2,3,3,3,2,2,2
5046,1,1,2,3,3,3,2,2,2
5047,1,1,2,3,3,3,2,3,3
5048,1,1,3,3,3,3,2,2,2
5049,1,1,2,3,2,2,2,2,2
5050,2,2,3,3,2,2,2,2,2
5051,2,3,3,3,2,2,2,2,2
5052,3,3,3,3,2,2,2,2,2
5053,1,2,3,2,2,2,2,2,2
5054,1,2,3,2,2,1,1,2,2
5055,1,1,2,2,2,2,2,2,2
5056,1,2,3,3,2,2,2,2,2
5057,1,2,3,3,3,2,2,2,2
5058,2,2,3,3,3,2,1,2,2
5059,1,2,3,3,2,2,1,1,1
5060,1,2,3,3,3,2,1,1,1
5061,2,2,3,3,3,2,2,2,2
5062,1,2,3,3,3,3,2,2,2
5063,1,1,2,3,3,3,2,2,2
5064,1,1,3,3,3,3,2,2,2
5065,1,1,2,3,3,3,2,2,2
5066,1,1,3,3,3,3,3,3,3
5067,1,1,3,3,3,3,2,2,2
5068,1,1,2,3,3,3,3,3,3
5069,2,1,2,3,2,3,3,3,3
5070,1,1,2,3,2,2,2,2,2
5071,2,2,2,3,2,2,2,2,2
5072,2,2,2,3,3,3,3,2,2
5073,1,1,2,3,3,3,2,2,2
5074,1,1,2,3,3,2,2,2,2
5075,1,2,3,3,3,2,2,2,2
5076,1,1,3,3,3,2,2,2,2
5077,2,2,3,3,3,3,2,2,2
5078,2,2,3,3,3,2,2,2,2
5079,2,2,3,3,3,3,2,2,2
5080,1,2,3,3,3,3,2,2,2
5081,2,2,3,3,3,3,2,2,2
5082,2,3,3,3,3,3,2,2,2
5083,1,1,2,3,3,2,2,2,2
5084,1,2,3,3,3,2,2,2,2
5085,1,2,3,3,3,2,2,2,2
5086,1,1,2,3,3,2,2,2,2
5087,1,2,3,3,3,2,2,2,2
5088,1,1,2,3,3,2,2,2,2
5089,2,2,3,3,3,2,2,2,2
5090,2,2,3,3,3,2,2,2,2
5091,2,2,3,3,3,2,2,2,2
5092,3,2,3,3,3,3,2,2,2
5093,3,3,3,3,3,3,3,3,3
5094,1,1,2,3,3,3,2,2,2
5095,2,2,3,3,3,3,3,3,3
5096,3,2,3,3,3,3,3,3,3
5097,3,3,3,3,3,3,3,3,3
5098,3,3,3,3,3,3,3,3,3
5099,3,3,3,3,3,3,3,3,3
5100,2,3,3,3,3,3,3,3,3
5101,2,2,3,3,3,3,3,2,2
5102,1,1,2,3,3,3,2,2,2
5103,2,2,3,3,3,3,3,2,2
5104,1,1,2,3,3,3,3,2,2
5105,1,1,2,3,3,3,3,3,3
5106,1,2,2,3,3,3,3,3,3
5107,2,2,2,3,3,3,3,3,3
5108,2,3,3,3,3,3,3,3,3
5109,3,3,3,3,3,3,3,3,3
5110,3,3,3,3,3,3,3,3,3
5111,3,3,3,3,3,3,3,3,3
5112,3,3,3,3,3,3,3,3,3
5113,2,2,2,3,3,3,3,3,3
5114,3,2,3,3,3,3,3,2,2
5115,2,2,3,3,3,3,3,2,2
5116,2,1,3,3,3,3,2,2,2
5117,2,2,3,3,3,3,2,2,2
5118,2,2,3,3,3,3,2,2,2
5119,2,1,2,3,3,3,2,2,2
5120,2,2,2,3,3,3,2,2,2
5121,2,2,3,3,3,3,2,2,2
5122,1,1,2,3,3,3,2,2,2
5123,1,1,2,3,3,3,2,2,2
5124,2,2,3,3,3,2,2,2,2
5125,1,1,2,3,3,3,2,2,2
5126,1,2,2,3,3,3,2,2,2
5127,2,2,2,3,3,3,2,2,2
5128,3,3,3,3,3,3,3,2,2
5129,3,3,3,3,3,3,3,2,2
5130,3,3,3,3,3,3,3,3,3
5131,3,3,3,3,3,2,2,2,2
5132,2,2,3,3,3,3,2,2,2
5133,1,2,3,3,3,3,2,2,2
5134,1,2,3,3,3,3,3,3,3
5135,1,2,3,3,3,3,3,2,2
5136,1,2,3,3,3,3,2,2,2
5137,2,3,3,3,3,3,3,2,2
5138,1,2,3,3,3,3,2,2,2
5139,2,3,3,3,3,3,2,2,2
5140,1,2,3,3,3,3,2,2,2
5141,1,1,2,3,3,3,2,2,2
5142,1,1,2,3,3,3,2,2,2
5143,1,1,2,3,3,2,2,2,2
5144,1,1,2,3,3,3,3,2,2
5145,2,2,3,3,3,2,2,2,2
5146,1,1,2,3,3,3,3,3,3
5147,2,2,2,3,3,3,3,2,2
5148,2,1,2,3,3,2,2,2,2
5149,2,2,3,3,2,2,2,2,2
5150,3,2,3,3,3,2,2,2,2
5151,2,2,3,3,3,3,2,2,2
5152,1,1,2,2,2,2,2,1,1
5153,1,1,1,2,2,2,1,1,1
5154,1,1,2,1,2,1,1,1,1
5155,1,1,2,2,2,2,1,1,1
5156,1,1,2,2,2,2,2,2,2
5157,1,1,2,2,2,3,3,3,3
5158,1,1,2,2,2,3,3,3,3
5159,1,1,2,2,2,3,3,2,2
5160,1,1,2,2,2,3,3,2,2
5161,1,1,2,2,3,3,3,2,2
5162,1,1,2,3,3,3,3,2,2
5163,1,1,3,3,3,3,3,2,2
5164,1,1,3,3,3,3,3,2,2
5165,1,1,2,3,3,3,3,2,2
5166,1,1,3,3,3,3,3,2,2
5167,1,1,3,3,3,3,3,2,2
5168,1,1,3,3,3,3,3,3,3
5169,1,1,3,3,3,3,3,2,2
5170,1,1,3,3,3,3,3,2,2
5171,1,1,3,3,3,3,3,2,2
5172,1,2,3,3,3,3,3,3,3
5173,1,1,2,3,3,3,3,3,3
5174,1,1,2,3,3,3,3,3,3
5175,2,1,2,3,3,3,3,3,3
5176,2,1,2,3,3,3,3,3,3
5177,2,2,3,3,3,3,3,3,3
5178,2,1,2,3,3,3,3,3,3
5179,2,2,3,3,3,3,3,3,3
5180,3,2,3,3,3,3,3,2,2
5181,2,1,2,3,3,3,3,3,3
5182,2,1,2,3,3,3,3,3,3
5183,1,1,2,3,3,3,3,3,3
5184,2,1,2,3,3,3,3,3,3
5185,1,1,2,3,3,3,3,3,3
5186,2,1,2,3,3,3,3,3,3
5187,2,2,2,3,3,3,2,2,2
5188,2,2,2,3,3,3,2,2,2
5189,2,2,3,3,3,3,3,3,3
5190,1,2,3,3,3,3,3,3,3
5191,1,1,3,3,3,3,3,3,3
5192,1,1,2,3,3,3,3,3,3
5193,1,1,2,3,3,3,3,3,3
5194,1,1,2,3,3,3,3,3,3
5195,1,1,2,3,3,3,3,3,3
5196,2,1,3,3,3,3,3,3,3
5197,1,1,2,3,3,3,3,3,3
5198,1,1,2,3,3,3,3,3,3
5199,1,1,3,3,3,3,3,3,3
5200,1,2,3,3,3,3,3,3,3
5201,1,2,3,3,3,3,3,3,3
5202,1,1,2,3,3,3,2,2,2
5203,1,2,3,3,3,3,2,2,2
5204,1,1,2,3,3,3,3,2,2
5205,1,1,3,3,3,3,3,2,2
5206,1,1,2,3,3,3,3,2,2
5207,1,2,3,3,3,3,3,3,3
5208,2,2,3,3,3,3,3,3,3
5209,3,3,3,3,3,3,3,3,3
5210,2,3,3,3,3,3,3,3,3
5211,2,3,3,3,3,3,3,3,3
5212,2,3,3,3,3,3,3,2,2
5213,2,3,3,3,2,2,2,1,1
5214,2,2,3,3,3,3,2,2,2
5215,1,2,3,3,3,3,2,2,2
5216,1,2,3,3,3,3,2,2,2
5217,1,2,3,3,3,3,3,2,2
5218,2,2,3,3,3,3,2,2,2
5219,1,1,3,3,3,3,2,2,2
5220,1,1,2,3,3,2,2,2,2
5221,1,1,2,3,3,3,2,2,2
5222,1,1,2,3,3,3,2,2,2
5223,2,1,2,3,3,2,2,2,2
5224,2,2,2,3,3,3,2,2,2
5225,2,2,3,3,3,3,2,2,2
5226,2,2,3,3,3,2,2,2,2
5227,2,2,3,3,3,2,2,2,2
5228,2,2,3,3,3,3,2,2,2
5229,2,2,2,3,3,3,2,2,2
5230,1,1,2,3,3,3,2,2,2
5231,2,2,2,3,3,3,2,2,2
5232,2,2,3,3,3,3,2,2,2
5233,3,2,3,3,3,3,3,2,2
5234,3,2,3,3,3,3,3,2,2
5235,3,3,3,3,3,3,3,2,2
5236,3,3,3,3,3,3,3,2,2
5237,3,3,3,3,3,3,3,3,3
5238,3,3,3,3,3,3,3,3,3
5239,2,2,3,3,3,3,2,2,2
5240,2,2,3,3,3,3,2,2,2
5241,2,3,3,3,3,3,2,2,2
5242,2,2,3,3,3,3,3,2,2
5243,2,2,3,3,3,3,3,3,3
5244,1,2,2,3,3,3,3,3,3
5245,1,2,3,3,3,3,3,3,3
